PE,AT,V,AP,RH,atribute5,atribute6,atribute7,atribute8,atribute9
1016,18,67,58,46,73,87,7,447,16
1019,18,33,44,34,55,51,69,468,8
1005,21,19,50,16,81,84,27,450,33
1011,28,4,75,23,12,55,1,441,78
1017,3,21,38,44,11,84,86,492,93
1009,30,36,69,4,6,58,73,436,72
57,15,41,17,1015,64,82,468,72,
1019,22,19,62,96,54,67,96,453,3
1012,28,56,69,51,45,46,59,434,35
1005,23,85,52,3,9,70,95,441,99
1007,21,36,59,54,99,92,62,446,9
1010,13,98,41,79,6,83,84,457,12
1009,17,44,44,89,9,80,54,457,67
1005,26,39,49,16,68,56,18,442,87
1010,24,92,48,92,11,36,53,445,56
1002,15,14,39,72,96,72,52,460,15
1001,5,62,41,31,37,89,16,485,6
1016,15,75,39,16,31,77,99,468,87
1020,8,4,40,64,64,89,26,477,78
1023,7,81,40,71,32,82,8,475,46
1021,13,87,41,74,42,64,2,472,12
1011,14,42,48,92,76,76,3,461,14
1010,29,1,77,95,1,71,48,431,28
1018,28,41,75,6,48,56,7,440,28
1009,27,27,72,58,25,89,31,428,93
1010,24,69,71,73,13,70,54,436,78
1007,23,97,44,57,35,62,71,448,17
1013,25,9,57,43,2,70,42,446,11
1005,11,3,40,55,97,97,99,476,72
1009,23,47,69,71,66,88,83,442,23
1007,28,13,56,9,17,51,66,436,95
1007,14,79,47,83,27,92,4,463,22
1011,21,59,61,87,18,57,21,446,58
1015,24,38,47,1,17,68,96,454,85
1004,29,16,55,68,84,55,68,435,4
1008,31,18,69,4,19,49,72,441,26
1011,23,64,70,4,9,83,35,435,21
28,15,40,66,1016,89,62,456,63,
1020,8,16,39,72,54,82,11,480,21
1009,23,1,66,54,86,64,53,442,47
1009,26,16,70,4,63,73,22,432,56
1010,23,46,59,27,6,79,79,445,57
1024,16,39,52,75,42,54,61,459,48
1016,11,67,36,18,3,61,44,472,76
1014,21,87,69,45,4,71,19,439,97
1013,17,23,40,12,52,81,55,456,2
1007,28,27,66,56,36,55,99,433,52
1019,12,27,41,17,41,58,1,475,13
1015,23,6,48,98,41,48,28,448,43
1017,11,58,40,66,97,13,466,42,
1006,28,26,72,43,68,72,3,426,2
1016,25,6,58,46,34,66,6,441,88
1013,11,74,40,6,91,90,57,473,84
1006,28,5,70,36,73,64,42,434,6
1016,29,9,64,79,9,48,24,441,41
1020,14,77,49,15,56,80,27,467,72
1015,12,93,45,51,27,87,27,469,83
1018,10,75,45,1,73,93,16,471,47
1003,18,64,67,71,84,89,63,442,26
1020,10,27,40,64,63,84,6,474,99
1017,27,8,66,5,33,54,68,439,47
1019,10,59,41,54,94,73,88,477,5
1005,22,61,44,5,69,76,74,443,45
1017,25,48,58,95,2,51,16,440,42
1012,20,86,51,3,3,92,46,449,67
1014,10,3,41,62,55,95,61,462,73
1013,23,75,68,51,21,76,1,441,61
1012,10,36,43,67,16,77,4,478,27
1007,23,41,74,99,22,84,55,442,51
1016,25,81,66,51,53,62,19,437,57
1012,20,79,57,32,47,70,9,446,18
1020,19,69,56,65,82,71,54,453,96
1010,26,16,63,76,3,68,77,437,24
1018,19,94,38,52,4,55,9,450,48
1006,30,52,71,77,22,56,4,426,14
84,25,59,43,1007,68,91,438,28,
1014,21,16,50,66,13,72,77,455,86
1006,22,89,73,11,66,73,11,440,15
1014,6,65,38,5,1,87,6,491,54
1010,24,24,71,58,15,91,14,437,75
1002,24,42,66,56,4,84,7,434,18
1020,13,32,44,2,2,78,78,465,57
1002,23,83,71,37,4,64,78,443,29
1013,28,79,68,51,2,62,84,432,51
1015,14,87,35,71,53,57,7,468,75
1020,10,52,41,1,35,93,58,466,75
1019,22,49,61,27,6,57,1,448,51
1007,4,89,45,87,58,99,35,482,69
1023,10,76,40,78,81,87,96,469,97
1017,19,11,58,95,7,85,49,449,89
1002,17,23,41,1,45,68,88,464,18
1011,29,1,73,4,35,57,31,436,85
1017,5,98,39,61,27,84,86,482,17
1011,21,99,42,48,77,74,4,456,65
1010,25,9,71,58,17,86,1,434,51
1009,30,35,69,51,95,39,24,430,7
1017,7,28,39,81,61,87,56,483,
1014,21,8,46,93,49,63,33,453,87
1006,16,34,41,16,36,75,52,462,56
1008,27,59,71,97,64,88,22,437,33
91,15,75,39,1015,69,58,460,73,
1006,21,9,47,43,8,60,48,452,13
1004,24,57,66,54,44,83,15,432,41
1016,19,95,50,59,11,73,23,459,27
1005,13,66,40,55,46,96,2,467,7
1010,21,73,61,45,27,91,59,442,78
1014,15,7,50,88,33,100,12,464,37
1012,30,82,78,87,6,70,69,432,1
1013,30,69,69,89,9,42,85,431,1
1015,21,91,58,62,95,72,87,450,23
1011,8,77,40,77,54,89,58,480,56
1022,9,57,52,75,32,75,4,470,93
1022,14,57,37,86,44,68,82,463,58
1013,34,53,73,3,53,36,74,437,3
1010,20,86,57,32,24,76,64,446,48
1001,22,84,71,25,9,96,45,433,85
1020,24,65,64,63,52,53,45,446,4
1013,30,15,67,32,83,32,8,436,92
1008,17,8,43,72,71,78,5,458,92
1016,10,95,40,81,19,77,96,474,36
1012,19,4,49,69,89,75,53,455,6
1003,26,9,49,3,79,66,19,439,82
1010,28,76,60,23,3,58,24,437,42
1009,28,91,70,72,7,67,5,439,94
48,12,41,17,1019,58,71,474,4,
1010,25,71,71,14,2,66,39,432,46
1019,18,78,63,9,22,80,2,452,86
1019,20,73,59,87,8,80,48,445,18
1021,22,97,64,15,70,61,450,7,
1016,13,17,38,91,55,74,47,470,63
1020,13,61,41,16,49,75,9,462,67
1010,30,34,68,8,85,49,4,428,34
1006,31,2,70,4,24,77,86,431,37
1022,12,6,41,74,13,67,89,474,23
1020,18,81,49,15,79,67,9,459,81
1015,20,17,58,12,41,79,47,455,25
1009,7,61,41,26,5,97,32,480,68
1015,24,55,57,5,36,62,45,447,3
1013,12,77,36,71,29,86,4,475,59
1004,29,5,72,86,63,52,17,439,43
1014,7,26,41,22,86,97,82,488,75
1019,15,74,71,14,65,65,94,457,29
1017,21,79,58,2,21,66,74,446,94
1025,9,18,39,42,41,69,46,473,78
1013,20,24,58,41,73,99,59,449,49
1009,22,31,51,19,38,79,72,444,74
1005,16,63,39,16,85,72,2,460,29
1009,21,46,74,87,23,86,58,445,5
1011,21,6,62,91,92,75,52,455,22
1011,28,86,73,4,37,58,76,439,33
1012,26,6,61,41,35,54,42,451,4
1023,13,67,44,92,6,85,35,467,71
1015,18,1,48,6,47,82,47,454,4
1005,22,59,66,54,11,92,62,436,69
1007,29,78,70,98,82,77,59,436,32
1016,22,25,59,8,79,69,2,451,64
1007,30,38,74,16,44,74,77,432,84
1000,17,18,40,55,47,72,3,461,73
1021,16,58,44,68,5,83,38,458,87
1023,11,72,40,92,35,88,55,465,88
1017,23,25,63,86,82,59,64,445,12
1020,10,23,41,46,45,84,95,480,87
1002,25,33,48,6,54,68,45,442,48
1019,5,48,40,7,63,65,62,495,76
1012,23,74,49,21,78,42,5,447,67
1013,27,22,66,49,45,42,41,437,24
1016,18,83,58,46,85,87,16,449,63
1005,33,83,67,9,94,29,86,428,12
1013,24,77,58,41,78,80,57,446,27
1011,28,55,74,33,77,73,34,426,48
1014,25,61,52,36,1,62,9,451,42
1021,10,38,37,73,5,75,2,475,2
1008,27,35,69,48,51,65,81,432,31
1015,4,49,38,44,47,76,96,485,78
1009,22,49,58,71,75,76,43,443,33
1014,12,4,40,1,42,89,65,474,28
1008,27,39,69,14,82,78,35,435,22
1008,21,73,50,32,51,84,62,442,1
1031,7,64,40,2,58,71,19,479,43
1008,33,38,71,6,1,64,83,430,98
1015,8,96,40,5,91,89,4,467,24
1009,22,31,70,32,22,89,53,437,83
1023,12,57,43,8,2,56,85,466,68
1008,14,57,25,88,92,69,16,464,11
1006,14,22,48,6,26,88,5,459,69
1010,15,14,37,85,33,84,3,468,31
1013,24,29,62,91,4,65,85,442,18
1018,14,24,39,52,22,77,19,468,51
1020,14,85,44,63,67,75,76,460,6
1016,7,89,39,37,28,84,66,483,82
1018,14,4,40,56,4,65,79,472,98
1009,30,18,68,24,31,64,6,427,38
1017,14,7,46,18,77,87,83,465,5
1012,18,23,45,1,24,73,86,454,6
1009,22,99,61,2,88,81,56,440,85
1001,16,3,38,73,79,73,45,465,7
1008,27,37,72,58,16,79,94,428,5
1012,24,82,59,27,76,72,34,444,81
1020,19,41,49,39,84,81,89,449,24
1015,16,63,53,82,18,66,9,458,29
1022,6,67,36,8,31,83,51,486,52
1012,22,69,54,2,92,65,55,444,26
1017,24,43,67,25,99,74,27,436,5
1011,12,85,40,35,29,81,27,472,69
1003,23,15,66,48,71,76,435,62,
1017,27,35,77,95,43,73,36,437,61
1023,13,8,45,8,99,79,72,466,71
1021,7,71,38,6,83,47,482,78,
1008,33,82,72,29,67,46,95,432,13
1006,18,61,47,83,43,78,89,454,21
1007,17,8,46,48,27,81,31,452,66
1006,27,1,52,84,28,53,85,439,8
1002,15,36,41,35,4,91,67,465,1
1009,8,42,37,49,22,82,15,478,87
1009,20,25,63,91,27,97,97,448,37
1011,11,6,39,96,65,80,79,473,22
1019,13,95,71,14,76,75,51,461,18
1009,21,99,51,19,19,82,58,446,93
1011,28,1,61,2,28,59,5,437,5
1021,10,94,39,4,81,86,2,479,2
1020,20,4,49,39,62,78,84,449,63
1015,17,57,43,7,53,67,22,463,64
1012,14,43,39,82,56,78,52,470,17
1017,16,37,54,3,94,63,63,459,97
1013,13,82,40,2,19,90,11,466,99
1013,10,37,37,5,19,79,25,473,1
1006,28,2,71,77,5,72,41,428,58
1002,29,98,47,93,46,42,73,438,79
1022,16,55,41,93,71,42,73,466,77
1011,19,27,50,9,72,83,14,455,9
1007,29,25,71,94,18,63,62,427,49
1011,19,12,50,16,52,99,71,451,49
1010,22,7,70,72,52,82,96,442,88
12,26,69,89,1015,73,6,433,5,
1004,25,51,67,69,53,80,3,433,2
1010,13,83,43,22,62,70,8,464,39
1013,21,8,63,13,53,98,443,51,
1005,16,74,39,16,68,71,17,460,47
1012,21,4,54,2,26,85,61,443,41
1010,28,97,73,5,47,48,24,435,22
1012,17,45,50,9,16,83,8,458,67
1019,20,82,57,76,15,72,46,454,62
1020,7,64,41,17,1,75,14,488,53
1005,24,85,71,98,97,95,9,433,64
1021,12,69,40,71,62,80,19,477,14
1012,18,32,66,86,2,70,454,46,
1005,26,13,79,74,61,90,27,431,29
1012,18,99,59,27,15,89,39,453,4
1007,28,31,70,32,88,47,432,5,
1006,31,7,70,36,26,58,18,438,38
1019,10,18,35,76,71,66,7,473,31
1016,22,49,62,52,57,63,69,451,87
1015,16,98,44,85,48,51,77,464,27
1015,14,1,42,18,5,78,25,463,3
1019,12,27,41,17,41,58,1,475,13
1014,31,19,68,3,86,39,1,430,48
1009,13,32,43,22,45,75,3,466,83
1009,24,26,61,2,78,76,68,442,86
1012,27,33,73,18,26,82,18,429,38
1007,30,97,74,22,93,49,74,431,58
1017,21,71,60,77,95,85,7,444,59
1008,22,26,60,37,14,92,37,441,33
1007,27,75,77,24,48,78,37,433,57
1002,25,18,47,93,92,60,33,441,29
1006,30,71,68,24,15,34,15,429,41
1008,26,42,71,6,12,87,32,435,6
1018,10,4,45,1,58,93,48,470,79
1017,12,21,44,34,98,86,17,475,6
1014,12,68,40,69,46,79,77,475,37
1020,25,18,62,96,4,59,8,444,37
1026,8,9,39,96,31,95,46,474,49
1008,30,93,71,85,63,58,47,427,82
1009,30,35,77,17,55,63,62,432,75
1020,23,49,64,63,75,65,16,450,28
1020,19,77,56,65,67,66,33,457,9
1011,23,18,51,43,56,81,83,449,94
1010,32,11,78,5,36,58,78,431,31
1013,23,96,46,93,98,47,22,450,86
1002,20,32,39,72,51,71,458,8,
1010,29,8,67,79,91,55,96,442,78
1005,32,63,73,88,64,52,56,435,75
1002,18,32,42,18,27,95,99,458,46
1007,14,17,42,99,38,78,88,470,68
1018,16,49,49,39,1,93,13,461,54
1012,19,23,41,67,53,48,86,465,66
1011,26,24,51,43,32,59,52,447,91
1021,10,92,40,92,84,83,3,467,5
1006,31,87,71,22,16,45,66,437,
1018,10,5,41,17,98,83,71,481,38
1016,14,75,40,66,7,81,65,463,83
1016,18,26,60,95,94,78,91,457,3
1007,17,34,44,78,81,56,38,454,97
1013,29,91,74,33,22,39,76,430,26
1012,16,76,43,77,25,77,95,457,
1012,6,33,39,33,6,93,16,492,22
1016,29,17,64,79,43,61,5,441,2
1015,20,32,44,6,16,36,35,460,21
1014,23,64,63,31,5,61,83,440,7
1003,32,9,69,4,1,56,91,430,62
1007,29,83,62,66,98,47,7,438,71
1014,22,29,56,89,39,84,89,441,9
1003,30,66,73,77,13,78,9,430,
1018,24,8,59,87,79,60,79,441,
1008,21,33,50,32,58,85,3,442,44
1011,28,9,68,84,64,64,44,437,6
1020,10,31,44,63,55,88,62,471,78
1010,32,31,62,4,45,38,1,449,65
1006,25,66,71,77,76,84,76,429,25
1009,15,93,25,88,45,72,83,462,7
1025,8,86,36,71,64,79,65,478,88
1025,12,45,40,81,63,66,26,474,73
1000,25,44,70,17,65,91,89,433,2
1012,23,21,58,66,24,65,31,450,92
1009,14,24,39,99,3,83,75,466,2
1015,8,46,39,66,14,85,38,484,16
1014,24,11,68,63,34,45,28,448,45
5,16,44,9,1020,80,89,461,5,
1016,25,56,60,32,28,59,84,445,1
1013,20,12,69,45,23,88,48,442,89
1017,22,82,60,8,95,65,71,450,86
1011,19,65,57,85,73,93,89,450,5
1010,32,48,62,4,39,38,5,446,48
1020,13,73,50,59,44,85,54,459,6
1011,23,43,51,43,31,73,55,444,9
1019,15,18,44,2,6,72,45,462,9
1025,10,59,39,96,87,97,5,468,96
1010,28,96,75,23,88,49,45,439,3
1019,15,5,44,34,21,65,21,468,53
1006,30,14,67,69,54,57,5,426,91
1022,10,69,36,71,8,83,28,472,81
1011,24,5,58,66,54,57,92,451,3
1013,23,25,69,45,85,70,14,437,18
1018,13,21,40,3,12,82,98,469,75
1008,30,88,67,83,97,54,99,425,36
1006,26,4,72,43,82,84,88,432,94
1013,24,91,64,45,2,42,34,450,84
1018,11,98,44,6,59,86,71,470,2
1018,18,1,44,2,84,55,72,456,36
1007,21,46,58,18,45,95,33,444,12
1008,32,86,68,51,43,46,78,432,38
1017,16,5,53,29,7,95,66,458,37
1004,12,41,45,87,78,80,2,468,14
1016,22,33,59,8,84,67,9,450,7
1000,11,48,42,2,29,94,76,471,43
1009,14,56,47,45,52,91,14,451,95
1003,30,8,68,14,99,77,38,425,27
1001,27,66,76,86,31,69,47,436,64
1029,5,96,36,25,4,88,63,488,2
1006,35,77,73,56,36,36,31,430,14
1017,24,56,60,27,63,74,5,440,31
1015,19,7,43,79,93,47,39,464,41
1013,19,83,46,33,27,96,4,451,22
1008,22,61,50,32,41,79,4,444,74
1009,31,88,66,44,25,64,6,427,83
1009,21,7,70,32,12,91,3,438,52
1010,25,72,70,47,44,70,57,434,94
1010,26,51,70,32,3,57,4,431,82
1017,25,2,59,21,54,55,53,444,16
1017,13,1,40,3,79,84,48,470,75
2,27,73,42,1012,87,28,432,79,
1009,25,84,67,83,26,59,55,433,32
1009,23,76,74,22,2,92,98,437,47
1002,29,69,47,93,85,44,76,438,9
1013,21,69,42,23,5,67,55,461,56
1020,10,33,43,99,7,96,68,474,17
1018,24,19,65,48,8,60,54,443,92
1015,8,27,37,7,9,73,64,479,16
1009,28,15,70,72,76,73,38,436,19
1010,18,9,48,92,6,52,11,455,7
1012,27,18,61,41,17,46,11,449,7
1014,23,71,68,63,54,46,4,449,41
1007,26,76,70,98,64,90,51,437,83
1021,19,98,49,15,56,63,89,457,54
1007,24,82,72,99,81,84,72,435,68
1013,21,9,46,63,3,74,8,453,34
1019,21,19,55,5,83,65,22,455,93
1001,25,95,73,77,35,92,67,432,21
1005,30,7,67,69,92,51,58,429,58
1015,13,49,43,41,75,57,86,461,6
1010,15,79,44,89,19,84,61,458,9
1003,28,57,69,84,57,66,55,433,24
1002,23,48,49,16,7,70,22,445,72
29,31,71,77,1006,48,56,431,7,
1006,34,96,68,94,17,59,26,431,48
1015,22,53,60,95,12,75,1,449,43
1013,31,41,64,44,84,49,49,439,3
1006,29,97,67,9,9,61,6,434,14
1021,7,44,41,4,84,88,56,479,8
1015,21,86,64,45,83,63,36,457,8
1003,22,41,66,56,3,88,71,435,75
1019,11,87,40,55,6,94,11,473,79
1011,23,93,65,59,9,87,26,444,9
1016,12,39,44,58,38,84,95,475,37
1020,10,6,39,61,69,69,49,478,35
1003,5,1,39,4,69,91,9,475,34
1010,24,74,69,13,69,90,8,431,24
1014,19,31,60,7,86,69,37,453,47
1027,6,3,41,14,45,86,11,481,49
1010,23,9,69,13,93,90,7,436,67
1018,9,24,41,4,34,84,91,477,65
1019,9,69,40,46,1,71,91,472,16
1026,13,65,42,74,58,71,48,468,87
1005,29,77,67,7,82,48,38,433,89
1011,9,2,40,77,88,89,86,479,82
1008,28,87,57,19,9,64,29,435,57
1006,28,22,51,43,6,63,72,438,43
1019,23,27,65,48,5,61,36,443,43
1007,9,82,41,26,71,96,69,478,2
1007,16,83,46,48,21,87,23,455,64
1009,23,18,72,99,1,90,9,439,12
1010,23,59,43,77,85,55,98,448,42
1017,8,95,43,13,56,94,85,479,14
1009,26,54,69,34,5,87,18,435,51
1012,22,56,62,26,11,63,16,445,33
1015,14,16,39,28,63,77,29,471,27
1008,31,54,71,6,4,71,77,431,87
1030,13,48,41,92,2,65,96,463,9
1010,13,74,41,16,74,87,69,473,19
1002,23,7,66,56,7,85,19,436,94
1017,22,35,57,76,92,68,18,453,74
1006,28,25,71,77,36,67,3,429,39
1010,21,96,58,79,51,87,32,448,89
1014,28,66,74,93,4,51,26,440,79
1015,16,37,52,9,14,73,11,461,15
1011,23,9,73,5,4,89,76,438,56
1007,23,19,42,67,83,63,31,446,95
1008,30,81,71,97,36,75,430,53,
1005,22,84,50,5,59,79,49,442,85
1014,32,84,77,95,68,45,8,431,97
1012,24,41,58,59,62,64,52,442,64
1012,30,18,65,74,63,47,74,441,65
1011,28,3,64,33,23,68,88,441,51
1014,22,52,64,27,34,82,77,445,4
1020,6,59,39,37,34,77,92,488,17
1009,23,38,59,7,29,92,4,442,83
1012,19,89,68,8,65,80,25,448,71
1013,26,42,59,39,95,66,3,438,54
1013,12,7,41,17,54,71,32,479,28
1010,23,45,69,4,5,80,77,442,48
1007,15,24,48,6,8,86,49,459,85
1012,5,68,40,35,11,92,86,486,79
1017,10,29,40,56,28,69,13,481,7
22,32,65,74,1011,46,16,440,26,
1021,9,6,37,73,87,77,75,481,3
1010,25,6,63,76,18,67,43,435,75
1004,32,56,68,14,2,35,4,425,11
1015,19,26,58,46,74,84,64,450,66
1015,13,33,38,47,42,58,27,466,26
1018,23,5,59,21,29,63,443,31,
97,13,66,45,1021,79,4,473,12,
1017,12,46,40,73,53,93,47,464,7
1010,28,77,75,23,1,59,437,93,
1005,31,68,68,24,29,37,34,427,22
1012,10,31,39,82,87,88,71,480,61
1013,10,4,41,62,36,95,17,463,87
1013,25,6,63,9,16,53,19,451,44
1013,19,55,39,39,55,57,82,464,36
1013,17,82,65,94,44,88,13,452,82
1007,31,97,79,74,3,55,84,435,99
1010,28,21,70,8,45,77,92,435,99
1014,25,77,59,39,76,69,99,438,64
1016,17,54,44,58,56,79,465,51,
1016,22,75,58,86,67,34,448,32,
1019,10,2,41,17,56,82,46,479,7
1013,28,34,63,77,7,61,13,439,75
1016,14,78,54,3,96,68,53,463,75
1005,20,9,67,7,43,82,85,443,46
1021,14,37,40,56,67,68,18,470,19
1004,23,89,50,16,88,73,94,444,99
1013,29,66,59,22,25,61,2,441,58
1013,24,33,46,93,83,44,59,447,54
1007,28,55,72,43,2,65,82,430,6
1008,18,59,39,54,56,68,61,462,56
1008,21,94,50,32,44,86,98,444,89
1015,10,95,39,22,69,62,3,474,7
1005,21,76,47,93,34,86,28,444,77
1013,25,5,58,59,37,66,14,442,93
1013,22,95,45,61,65,73,92,457,91
1021,8,49,39,61,5,87,74,483,94
1015,7,1,35,77,39,92,1,480,36
1012,11,72,40,35,8,83,98,476,41
1024,11,72,39,18,19,68,53,468,98
1017,11,45,41,17,98,84,64,476,
1013,23,36,59,15,71,86,64,442,53
1010,26,2,71,73,14,76,14,430,89
1010,29,1,70,4,2,57,35,430,26
1009,30,76,73,17,89,50,43,430,98
1017,27,91,64,79,7,48,29,440,53
1002,10,87,42,2,8,95,22,472,63
1015,12,61,41,79,82,91,9,461,37
1019,13,29,71,14,63,75,9,464,18
1012,23,83,49,21,93,46,79,446,23
1012,26,68,62,91,33,60,78,441,4
1020,23,83,64,15,93,63,86,447,95
4,18,43,7,1015,61,28,464,26,
1019,12,65,44,34,4,71,45,468,8
1014,29,13,68,3,96,37,8,437,25
1001,18,49,41,1,9,59,99,460,76
1014,16,39,58,59,58,90,34,455,5
1013,32,96,73,3,56,54,3,438,93
1008,19,79,51,19,77,94,72,447,96
1011,24,44,69,13,1,87,62,434,34
1008,21,4,50,32,41,90,19,446,33
1003,17,35,39,72,64,62,459,83,
999,31,98,70,17,43,59,42,430,92
1016,19,36,44,6,25,45,65,464,56
1012,23,33,73,18,51,91,29,436,33
44,16,73,45,1023,60,68,467,8,
1020,8,57,41,17,18,72,47,484,2
1013,25,28,49,5,95,52,79,454,1
1017,22,66,68,3,73,86,92,431,27
1013,17,35,39,39,18,67,67,467,85
1003,18,14,67,71,82,95,69,442,45
1014,12,19,40,5,77,84,39,473,92
1019,10,11,39,72,1,69,68,476,8
1017,23,24,63,78,1,63,8,446,95
1011,28,98,73,42,25,72,9,432,2
1006,31,93,72,58,9,56,27,425,14
1008,13,25,49,83,76,88,21,453,8
1016,24,86,60,77,85,71,24,440,68
1005,26,33,60,6,86,41,57,450,16
1020,12,31,40,64,71,94,6,475,65
1010,29,6,67,79,37,51,5,442,43
1014,15,25,52,9,86,76,87,463,93
1017,14,79,39,52,95,71,97,469,47
1013,5,53,35,79,48,94,19,484,25
1022,9,1,40,77,37,90,3,470,84
1019,10,8,41,39,74,74,8,478,75
1021,10,24,41,58,17,94,34,465,86
1013,28,36,68,8,34,42,82,434,54
1028,9,43,41,4,3,84,98,474,16
1024,10,5,40,8,6,76,5,482,85
1006,33,96,68,94,93,47,39,427,6
1010,33,27,66,44,63,43,47,430,11
1008,12,17,49,83,5,96,44,469,52
1009,27,86,61,5,23,46,19,439,49
1011,22,36,58,79,77,87,51,446,49
1009,12,57,41,66,11,70,74,475,61
1011,31,9,64,5,32,61,14,440,62
1006,30,21,79,74,82,54,3,430,83
1016,27,31,65,12,5,45,98,440,6
1015,19,92,63,31,2,82,71,443,54
1014,16,17,46,97,22,85,8,456,8
1005,31,2,68,24,71,34,84,428,67
1011,20,19,62,26,37,89,69,443,58
1013,8,97,36,24,21,90,77,477,89
1013,8,7,36,24,34,89,5,478,69
1016,5,98,38,91,5,91,83,488,85
1010,19,8,57,25,84,88,9,451,75
1013,26,45,74,33,81,61,7,433,16
1016,20,51,63,9,39,92,99,445,86
1008,29,71,71,85,81,70,86,428,49
1013,18,3,53,16,2,81,95,456,55
1010,23,45,70,4,99,79,2,436,46
1027,6,5,41,14,69,86,93,481,2
1013,15,32,45,1,3,83,72,459,31
1012,6,53,42,85,65,91,6,480,98
1013,12,61,43,22,41,78,94,466,85
1019,15,95,49,25,4,88,51,463,4
1012,23,33,54,2,47,79,48,440,11
1008,23,94,51,95,18,71,87,451,84
1018,19,34,64,79,3,84,77,454,59
1012,31,11,72,25,34,44,45,434,22
998,14,63,41,23,96,86,4,466,36
1019,17,57,62,1,51,86,14,453,3
1017,17,31,44,71,43,35,4,463,5
1014,31,16,67,45,69,32,25,428,35
1018,10,5,40,46,71,67,38,469,6
1017,10,23,42,7,93,91,1,475,14
1007,16,31,42,28,45,77,77,466,49
1005,30,74,73,67,79,57,89,428,92
1009,31,38,71,32,17,60,42,433,44
1011,27,9,63,13,8,70,4,439,76
1016,3,96,35,47,79,83,81,489,68
1009,12,37,43,22,1,76,6,468,49
1012,15,28,48,14,55,69,65,460,75
1005,16,85,49,78,61,100,1,455,33
1019,18,82,61,27,5,72,23,455,29
1007,26,6,49,2,59,74,8,437,9
1017,19,62,58,79,59,87,39,446,29
1019,8,79,40,67,5,66,3,489,2
1013,25,52,59,15,88,65,37,439,42
1010,30,7,71,58,48,96,429,27,
1006,21,19,67,71,65,56,28,441,71
1023,14,11,45,8,27,83,22,464,7
1014,26,19,65,61,51,54,52,443,73
1002,32,63,74,99,42,40,7,432,79
1017,7,67,35,77,55,60,97,480,6
1009,19,65,63,91,26,99,8,444,9
1016,18,83,48,98,33,74,23,453,28
1010,13,41,40,89,85,89,61,472,4
1011,25,24,63,47,3,66,21,442,75
1008,12,51,49,83,61,94,27,452,84
1007,27,14,71,32,8,87,99,431,96
1016,13,21,41,2,63,74,1,474,26
1015,25,2,57,5,19,59,62,446,26
1010,31,7,73,5,58,43,66,432,6
1026,4,71,39,42,4,84,42,481,28
1011,14,24,39,58,17,70,45,469,94
1011,10,62,39,58,9,87,85,479,91
1026,8,88,36,66,61,76,16,480,2
1016,23,25,63,78,1,72,1,448,82
1001,20,76,69,5,89,77,86,442,82
1012,6,22,39,33,31,93,23,491,77
1010,5,18,40,27,84,81,64,489,1
1006,30,3,73,9,72,55,13,440,79
1020,9,38,44,77,41,85,26,473,9
1013,29,28,65,71,76,48,5,445,49
1009,21,12,63,91,33,96,14,447,64
1002,26,52,73,21,3,95,38,437,2
1013,4,81,42,85,96,86,94,479,8
1011,6,76,37,49,66,80,91,484,85
1003,27,9,49,3,93,61,437,44,
1005,33,2,73,88,67,48,48,438,12
1004,10,48,40,22,81,92,16,477,78
1011,14,22,37,85,24,88,49,471,5
1017,7,21,42,3,81,90,12,482,26
1019,19,2,49,25,75,58,29,453,49
1006,26,88,79,74,54,93,7,434,77
1024,14,19,43,71,38,83,3,467,8
1014,15,22,50,88,19,100,12,460,44
1008,23,17,62,39,4,89,42,439,29
1019,17,69,46,36,55,86,64,462,81
1012,18,48,52,5,41,68,2,458,62
1014,14,22,39,39,16,80,22,470,98
1010,22,72,62,4,28,80,79,445,22
1009,25,95,69,51,36,66,82,434,38
1014,13,57,39,39,1,82,12,471,44
1012,6,52,39,85,55,86,36,483,1
1006,29,25,72,99,85,61,15,429,12
1007,25,79,70,4,11,86,3,437,98
1014,25,75,60,95,75,53,3,443,73
1009,28,31,71,85,77,56,429,57,
1009,24,24,70,32,38,82,83,436,45
1008,28,73,68,24,31,56,85,430,63
1000,34,62,69,5,68,38,35,425,41
1011,23,57,70,4,6,82,79,437,53
1017,14,51,42,77,47,81,95,463,37
1010,4,59,39,33,85,71,78,494,9
1006,24,31,44,5,16,73,3,442,69
1018,9,53,38,18,43,75,33,476,54
1011,26,99,68,12,45,58,48,436,95
1018,17,98,53,29,29,83,46,455,71
1003,29,38,74,9,25,72,19,433,74
1018,12,82,38,62,71,83,8,467,41
1005,29,84,58,9,24,56,18,440,93
1019,10,26,43,14,68,98,97,466,75
1013,20,57,42,8,1,75,48,460,43
1015,25,3,58,46,91,69,71,439,25
1006,24,56,71,94,81,89,59,437,97
1018,20,1,52,9,5,58,88,455,57
1014,11,54,40,5,78,87,5,474,29
1020,6,86,41,17,12,79,14,490,23
1020,13,11,41,58,43,74,32,460,44
1016,16,41,41,48,28,45,19,451,93
1003,10,45,39,69,92,89,45,472,54
1010,26,72,67,79,35,63,31,444,68
1013,30,12,74,16,13,63,56,433,8
1004,14,94,41,35,82,98,4,466,73
1007,15,39,42,28,35,81,35,467,3
1012,12,83,41,67,84,84,29,474,81
1013,13,93,38,91,4,73,51,470,39
1007,30,27,70,32,93,51,61,430,22
1003,27,76,75,33,69,79,62,433,3
1008,10,59,41,26,1,98,27,474,76
1012,23,24,45,1,21,45,23,457,1
